Roof_Area_m2,Rainfall_mm,Runoff_Coefficient,Tank_Size_Liters,Liters_Captured
184.13,112.1,0.7,2000,14382.46
120.03,59.13,0.82,1000,5774.33
181.57,97.41,0.71,2000,12521.67
115.83,51.4,0.76,2000,4555.39
43.48,382.02,0.73,1000,12104.19
297.99,118.64,0.92,10000,32431.6
55.61,183.12,0.68,15000,6994.51
40.26,360.46,0.8,15000,11621.57
265.99,274.16,0.73,10000,52953.29
104.51,251.03,0.83,1000,21859.71
202.08,285.17,0.8,2000,45951.94
112.12,333.24,0.92,5000,34421.4
129.61,352.29,0.64,10000,28986.51
93.39,260.63,0.68,15000,16507.5
116.05,357.1,0.87,15000,35984.72
135.0,218.81,0.73,2000,21610.26
221.72,118.14,0.66,15000,17257.11
163.23,353.23,0.78,15000,44708.74
284.2,221.17,0.83,2000,52131.92
31.73,363.39,0.62,1000,7172.09
160.86,25.67,0.7,15000,2863.3
183.58,165.03,0.88,1000,26789.33
277.66,379.64,0.78,5000,82473.04
33.76,107.36,0.61,1000,2236.92
180.58,377.2,0.7,2000,47521.62
259.02,382.02,0.82,2000,81654.41
87.74,354.04,0.67,2000,20783.85
265.36,229.83,0.89,15000,54272.36
25.33,262.31,0.84,10000,5606.31
225.09,349.15,0.76,15000,60098.84
281.27,312.6,0.92,1000,80994.63
204.02,255.74,0.74,5000,38459.13
142.93,393.08,0.68,5000,38300.11
32.57,277.41,0.83,5000,7440.69
277.63,390.44,0.8,5000,86770.36
151.68,32.38,0.72,10000,3541.51
28.12,64.19,0.72,5000,1284.41
213.15,186.07,0.74,15000,29356.72
154.91,160.1,0.7,5000,17491.44
54.82,315.27,0.85,2000,14649.95
80.0,72.64,0.83,1000,4868.48
38.06,390.68,0.75,15000,11223.58
180.8,132.88,0.74,10000,17775.24
194.17,177.28,0.73,15000,25051.94
161.61,117.15,0.7,2000,13257.54
248.79,235.95,0.63,5000,36941.04
261.08,32.87,0.69,5000,5917.33
192.37,68.37,0.71,10000,9340.78
23.57,300.86,0.79,1000,5527.06
214.66,82.74,0.87,5000,15405.57
137.04,101.85,0.74,10000,10303.04
178.36,319.26,0.93,5000,52965.66
201.74,46.39,0.89,15000,8322.62
118.07,180.61,0.94,10000,20176.14
276.79,18.99,0.91,10000,4779.25
57.51,145.25,0.82,10000,6810.19
208.02,282.6,0.81,5000,47494.61
21.22,45.14,0.65,10000,620.65
278.9,356.45,0.85,15000,84751.13
51.5,364.7,0.81,1000,15249.98
46.57,50.95,0.78,1000,1804.54
113.24,396.39,0.84,2000,37767.28
124.6,126.04,0.76,15000,11934.05
80.0,42.8,0.78,15000,2592.15
183.83,11.98,0.74,10000,1712.42
144.02,169.32,0.85,2000,20759.17
29.57,255.63,0.91,15000,6837.46
109.5,139.55,0.89,15000,13644.17
246.92,336.32,0.88,15000,72716.97
213.12,289.48,0.6,5000,37323.89
222.96,146.56,0.92,15000,30045.18
215.47,296.38,0.7,5000,44457.84
107.07,376.79,0.91,15000,36721.77
47.91,46.31,0.67,1000,1546.48
96.29,129.38,0.75,5000,9368.16
252.9,190.7,0.86,5000,41521.73
294.53,204.22,0.82,10000,49583.24
158.28,221.46,0.75,15000,26061.87
22.72,127.24,0.84,2000,2494.55
59.21,270.23,0.79,2000,12695.53
110.18,261.58,0.7,2000,19968.83
182.0,235.35,0.83,2000,35409.72
41.03,54.37,0.67,1000,1479.07
284.14,196.02,0.84,2000,47010.0
122.22,148.93,0.6,10000,10934.32
275.52,201.51,0.79,2000,43969.36
238.55,369.53,0.74,10000,65243.51
231.52,197.41,0.71,5000,32256.33
189.88,15.45,0.78,15000,2185.93
195.5,181.15,0.83,2000,29218.52
198.64,330.05,0.94,10000,61437.72
196.04,314.22,0.89,10000,54900.83
175.04,210.22,0.85,15000,31369.89
296.2,107.41,0.77,5000,24502.88
225.04,191.38,0.74,2000,31763.42
237.54,229.84,0.61,10000,33350.44
264.29,399.95,0.73,2000,76635.89
80.38,261.23,0.9,1000,18808.68
43.47,280.76,0.73,10000,8899.89
155.21,201.67,0.76,5000,23826.09
163.94,148.25,0.7,15000,16892.23
252.17,327.05,0.7,10000,57406.08
144.26,203.02,0.62,1000,18212.12
179.84,397.93,0.81,15000,58215.55
167.58,188.28,0.76,5000,23830.9
30.7,36.52,0.81,2000,863.33
192.26,276.21,0.79,2000,42004.17
251.85,28.19,0.88,10000,6250.01
64.1,107.7,0.86,15000,5918.07
186.41,147.96,0.87,1000,24153.98
186.21,298.4,0.77,1000,43109.55
65.97,202.75,0.72,5000,9630.43
54.57,21.17,0.93,15000,1137.06
294.41,250.57,0.62,15000,45747.62
130.24,170.46,0.65,2000,14443.96
83.68,369.52,0.75,5000,23033.92
67.97,204.83,0.81,5000,11351.42
206.93,286.5,0.6,5000,35794.21
190.64,95.36,0.85,15000,15501.08
200.19,306.78,0.8,2000,48773.34
44.64,291.17,0.77,5000,9964.5
270.19,362.59,0.75,2000,73272.95
128.99,23.19,0.78,5000,2380.79
107.74,184.53,0.66,15000,12983.6
149.46,274.87,0.64,2000,26149.64
129.22,47.11,0.7,10000,4272.93
261.8,170.14,0.85,5000,37785.78
280.19,377.44,0.81,15000,85273.38
104.97,180.01,0.77,2000,14481.47
261.9,394.31,0.8,1000,82673.36
238.83,32.17,0.8,15000,6158.84
280.63,289.95,0.71,15000,57560.22
88.81,236.6,0.63,1000,13297.06
181.55,205.21,0.91,1000,34131.32
96.87,388.63,0.81,10000,30516.76
250.75,60.56,0.84,10000,12805.89
21.49,359.44,0.76,10000,5840.74
178.15,279.58,0.86,15000,43137.21
114.98,111.01,0.8,15000,10236.82
110.35,361.65,0.62,15000,24669.82
200.57,177.43,0.91,10000,32400.78
258.42,327.55,0.71,2000,59818.99
190.57,161.65,0.65,15000,19990.16
258.89,341.86,0.63,15000,55804.18
94.09,258.29,0.85,15000,20703.58
165.46,65.01,0.85,10000,9068.73
146.15,263.37,0.85,5000,32551.81
23.26,84.62,0.92,10000,1806.91
175.91,170.65,0.72,5000,21615.74
205.23,76.42,0.8,10000,12483.2
185.74,18.59,0.82,2000,2831.44
226.16,92.64,0.94,2000,19731.75
179.98,219.19,0.71,15000,27877.28
38.69,197.81,0.93,10000,7216.2
52.6,205.58,0.65,5000,7001.48
187.01,106.6,0.87,5000,17322.59
96.99,277.21,0.82,2000,22069.81
42.3,284.66,0.89,15000,10662.86
140.29,149.61,0.61,5000,12793.74
175.21,353.66,0.63,10000,38923.16
112.05,261.17,0.62,15000,18283.72
221.72,288.09,0.81,10000,51588.34
200.26,118.16,0.81,10000,19130.23
113.19,10.24,0.92,2000,1137.75
231.36,347.5,0.76,10000,61321.05
201.63,330.75,0.62,1000,41667.25
198.48,58.04,0.67,15000,7666.19
174.96,155.9,0.6,1000,16533.52
23.19,267.92,0.87,10000,5437.32
215.02,264.32,0.89,10000,50299.61
125.29,345.54,0.95,2000,41027.86
283.93,64.7,0.74,2000,13672.61
249.04,177.68,0.61,2000,26870.49
184.55,47.92,0.68,2000,6035.44
90.61,161.94,0.81,5000,11802.55
77.04,15.89,0.94,2000,1110.44
115.31,360.33,0.64,10000,26494.36
153.44,215.55,0.64,10000,21235.31
102.9,341.42,0.85,15000,29726.55
164.18,33.36,0.83,1000,4592.96
66.3,98.71,0.69,5000,4438.6
293.76,111.16,0.88,5000,28880.49
50.22,160.81,0.65,15000,5275.06
280.94,323.12,0.92,15000,83894.41
275.8,160.76,0.67,2000,29744.25
167.1,89.81,0.63,15000,9411.02
222.97,35.35,0.72,5000,5719.73
142.09,41.0,0.67,1000,3976.28
196.41,306.42,0.78,1000,47170.95
115.36,183.47,0.84,5000,17826.85
104.32,293.21,0.77,2000,23540.51
181.9,276.09,0.83,1000,41775.85
159.48,62.79,0.73,1000,7309.24
182.27,65.73,0.61,2000,7247.84
100.26,304.58,0.94,1000,28781.15
122.75,291.29,0.89,10000,31658.33
43.49,157.43,0.63,5000,4380.75
34.64,40.19,0.76,1000,1061.4
90.97,14.72,0.82,1000,1093.2
40.79,122.38,0.67,2000,3294.72
49.06,13.6,0.8,1000,565.54
247.62,99.73,0.79,2000,19446.3
30.88,173.61,0.67,5000,3614.99
204.5,57.35,0.65,10000,7579.41
96.32,50.67,0.87,15000,4211.07
264.03,359.61,0.71,5000,67652.75
155.8,238.33,0.69,1000,25364.93
105.56,374.44,0.86,10000,33916.64
164.94,144.87,0.86,15000,20437.3
126.95,274.09,0.7,15000,24343.88
178.0,89.83,0.91,1000,14571.26
52.07,251.15,0.84,15000,11014.21
299.16,60.54,0.72,15000,12966.49
139.16,10.81,0.75,5000,1150.67
117.5,373.3,0.85,5000,37464.36
218.86,226.41,0.67,15000,33456.17
121.89,371.51,0.76,2000,34650.66
253.32,140.19,0.83,1000,29393.87
147.2,137.84,0.79,2000,15986.17
221.48,166.26,0.81,2000,29910.95
50.09,285.36,0.79,15000,11287.08
256.91,230.67,0.67,1000,39609.66
226.0,370.89,0.74,2000,62346.18
79.28,19.92,0.79,5000,1245.8
60.68,286.2,0.87,5000,15144.94
108.56,138.83,0.83,1000,12505.91
293.3,80.29,0.75,2000,17662.02
91.91,209.05,0.94,10000,18140.16
147.72,206.97,0.64,10000,19542.33
28.41,63.43,0.67,1000,1263.15
131.22,88.74,0.72,1000,8333.01
179.97,169.18,0.68,10000,20648.61
286.87,169.44,0.82,2000,39852.12
164.69,133.85,0.61,2000,13616.25
249.35,67.93,0.66,15000,11257.78
173.2,11.71,0.7,1000,1441.08
31.42,388.39,0.84,2000,10240.91
108.2,377.96,0.91,10000,37218.01
181.15,198.62,0.88,10000,31686.32
286.17,398.07,0.66,5000,75598.14
260.56,272.73,0.8,2000,56797.65
83.94,36.85,0.61,15000,1974.74
81.63,55.91,0.71,15000,3162.79
76.33,367.28,0.88,1000,24667.39
278.3,255.72,0.76,5000,54064.65
258.75,338.84,0.65,10000,57269.33
236.97,360.33,0.75,10000,64308.3
129.97,184.7,0.67,1000,16015.39
161.23,28.93,0.74,15000,3480.58
150.01,83.43,0.77,15000,9549.72
90.95,35.96,0.72,10000,2345.15
161.41,83.61,0.93,1000,12468.92
28.54,170.11,0.8,2000,3868.24
56.91,56.1,0.9,5000,2809.76
268.25,75.03,0.87,15000,17426.1
230.47,183.87,0.83,15000,35253.41
138.4,142.67,0.77,15000,15287.76
164.8,192.39,0.6,2000,19020.7
123.6,177.38,0.81,2000,17844.49
227.42,261.35,0.72,5000,43178.43
239.57,375.5,0.64,15000,57728.25
233.72,52.07,0.76,10000,9183.62
222.33,48.71,0.86,15000,9295.1
77.26,342.59,0.94,5000,24813.34
114.63,207.49,0.73,5000,17347.56
151.56,308.9,0.79,10000,36982.21
112.62,94.01,0.9,2000,9453.77
231.38,333.26,0.72,10000,55230.42
112.22,370.3,0.65,5000,27045.61
58.7,257.84,0.7,10000,10625.45
131.73,51.29,0.91,15000,6238.13
294.38,359.16,0.66,5000,69332.56
83.25,319.07,0.72,2000,18972.9
191.4,302.84,0.76,2000,44206.31
141.23,24.32,0.9,10000,2990.22
39.89,321.6,0.93,10000,11975.82
156.61,63.8,0.75,10000,7348.57
216.61,96.73,0.93,15000,19454.46
163.7,235.08,0.66,2000,25215.29
264.19,113.34,0.65,5000,19609.82
100.9,267.93,0.93,5000,25159.88
44.15,247.15,0.78,2000,8451.59
282.24,52.18,0.67,10000,9672.25
125.89,265.85,0.77,1000,25734.02
181.39,370.34,0.87,10000,58767.18
241.76,72.83,0.89,2000,15599.83
110.81,242.85,0.9,15000,24220.06
220.53,143.33,0.8,10000,25260.01
57.92,189.25,0.9,5000,9785.87
101.56,121.93,0.78,15000,9623.14
60.52,148.11,0.81,2000,7295.53
247.14,21.28,0.87,1000,4569.75
82.34,392.81,0.75,10000,24170.84
220.87,253.67,0.63,15000,35120.92
284.12,205.28,0.72,15000,42193.2
167.78,159.65,0.82,5000,21834.19
171.21,220.36,0.67,10000,25211.4
149.09,158.24,0.65,1000,15388.1
111.25,150.36,0.7,15000,11778.15
153.18,190.94,0.61,5000,17847.14
188.79,117.63,0.86,10000,19038.24
296.08,80.22,0.69,10000,16393.96
282.57,227.08,0.64,1000,41308.59
261.4,338.68,0.84,5000,74801.99
268.96,69.6,0.9,1000,16772.15
151.0,22.77,0.61,15000,2032.75
204.08,106.26,0.68,2000,14852.71
270.62,392.09,0.93,2000,98827.51
130.03,333.22,0.73,1000,31850.53
289.29,242.39,0.93,1000,65060.39
136.42,372.41,0.7,2000,35371.28
188.3,183.66,0.68,15000,23368.28
218.75,393.48,0.67,1000,58075.5
286.17,125.56,0.63,15000,22663.54
88.49,103.72,0.91,15000,8365.8
228.92,258.84,0.94,5000,55942.41
165.83,157.48,0.93,15000,24424.66
95.2,254.28,0.9,10000,21793.07
237.45,128.95,0.9,2000,27402.15
174.62,250.99,0.83,2000,36406.95
205.07,117.54,0.89,1000,21370.89
110.41,29.88,0.67,1000,2285.99
154.76,365.73,0.74,5000,41788.25
192.86,354.45,0.82,5000,56373.8
133.38,388.61,0.91,10000,46980.68
75.54,289.45,0.83,1000,18150.36
289.26,276.26,0.89,2000,71494.05
163.21,228.01,0.77,10000,28499.24
225.5,59.12,0.85,1000,11312.93
135.09,83.8,0.94,10000,10601.86
119.44,122.89,0.65,15000,9543.07
134.01,357.16,0.92,15000,44247.95
134.58,77.46,0.78,10000,8068.49
172.37,369.92,0.83,1000,52551.51
172.17,213.89,0.91,15000,33492.94
159.2,289.07,0.74,15000,34252.64
57.74,53.0,0.75,10000,2268.12
158.9,114.92,0.78,15000,14373.48
67.35,383.82,0.61,2000,15644.62
55.32,113.8,0.77,15000,4910.34
281.14,125.64,0.7,10000,24774.74
189.39,87.06,0.92,15000,15346.77
204.66,60.34,0.63,15000,7731.57
132.5,100.97,0.76,5000,10254.61
274.51,260.51,0.93,10000,66616.22
198.62,187.59,0.92,10000,34012.4
235.37,225.96,0.85,5000,44981.7
123.2,57.72,0.81,5000,5768.57
288.8,322.83,0.7,2000,65175.49
249.73,315.8,0.73,15000,57485.15
259.11,18.42,0.63,1000,2967.7
68.21,159.57,0.88,1000,9577.82
95.87,36.82,0.71,5000,2520.82
99.98,318.92,0.83,10000,26503.63
95.85,297.54,0.73,10000,20677.37
259.51,361.78,0.76,2000,71530.61
28.93,102.2,0.79,1000,2341.09
41.31,187.96,0.88,10000,6873.83
96.7,81.95,0.67,2000,5283.88
75.96,154.78,0.74,2000,8710.48
84.92,213.67,0.65,5000,11767.55
243.42,30.8,0.63,1000,4665.88
177.68,288.8,0.81,2000,41632.92
21.62,221.88,0.67,2000,3248.57
140.21,333.29,0.62,2000,29072.54
134.21,115.99,0.91,1000,14170.39
51.9,362.3,0.79,5000,14747.55
209.32,399.49,0.65,15000,54152.51
216.59,368.53,0.62,10000,49371.84
221.85,313.38,0.64,1000,44622.58
223.97,326.82,0.76,1000,55907.29
20.01,233.76,0.83,1000,3878.76
287.1,84.16,0.82,15000,19912.27
247.98,274.05,0.65,10000,44245.76
273.11,287.97,0.82,10000,64609.65
24.38,394.3,0.74,2000,7166.36
281.48,221.11,0.76,2000,47457.41
246.74,115.83,0.88,5000,25228.34
254.42,276.63,0.72,1000,50418.57
46.12,391.96,0.65,5000,11750.62
226.86,79.11,0.91,1000,16218.65
288.78,137.14,0.67,10000,26650.01
209.99,221.33,0.7,5000,32685.95
179.76,76.38,0.85,10000,11731.96
284.78,18.67,0.84,2000,4500.4
144.02,141.42,0.88,10000,17947.45
187.8,347.49,0.66,15000,43294.26
153.37,26.95,0.72,5000,2930.97
281.2,177.28,0.64,1000,32154.67
41.3,307.26,0.79,10000,10040.8
160.31,381.74,0.7,5000,42953.89
212.35,394.34,0.84,1000,70346.73
241.73,174.57,0.6,5000,25314.56
183.25,380.65,0.62,5000,43263.48
274.5,23.81,0.75,15000,4885.24
283.76,300.91,0.94,10000,79801.74
38.01,260.67,0.91,15000,9074.36
132.66,107.31,0.95,2000,13464.42
26.57,207.85,0.75,5000,4144.65
112.24,60.53,0.62,10000,4205.99
170.32,349.92,0.71,2000,42113.12
275.02,149.58,0.84,2000,34403.45
257.04,254.16,0.65,15000,42374.88
55.7,71.92,0.7,2000,2772.8
46.05,90.4,0.62,1000,2537.62
184.99,396.86,0.77,1000,56150.4
168.99,303.7,0.67,1000,34539.85
94.59,385.17,0.63,2000,22917.57
271.85,125.38,0.74,5000,25332.08
279.66,74.18,0.72,10000,14906.91
132.73,206.2,0.79,1000,21606.47
269.28,202.92,0.86,1000,47103.15
127.51,78.23,0.64,1000,6211.19
226.31,295.96,0.88,15000,58683.63
153.26,151.09,0.61,15000,14083.52
54.32,82.68,0.76,1000,3417.87
279.82,139.47,0.81,1000,31484.18
147.15,229.83,0.93,15000,31638.18
225.66,293.32,0.8,10000,53025.21
122.81,197.94,0.66,5000,15956.39
25.29,214.98,0.78,10000,4278.83
48.15,64.19,0.74,5000,2283.05
158.94,366.73,0.77,2000,44741.61
213.19,372.2,0.67,2000,53092.99
113.73,276.54,0.78,10000,24440.61
214.74,16.88,0.65,15000,2247.11
215.62,219.46,0.86,1000,40599.52
217.1,255.4,0.81,2000,44821.71
157.91,397.92,0.63,15000,39382.0
276.17,398.47,0.91,15000,100293.42
156.98,344.47,0.82,5000,44107.5
146.07,34.89,0.71,2000,3730.35
75.83,381.78,0.62,10000,17865.58
106.14,248.94,0.82,15000,21751.0
31.85,322.35,0.73,10000,7487.27
197.39,168.81,0.92,10000,30536.77
89.59,134.67,0.61,2000,7344.07
105.16,190.67,0.61,10000,12366.32
235.83,67.28,0.93,10000,14818.09
111.62,149.26,0.94,1000,15626.19
87.81,344.47,0.61,10000,18529.09
67.34,24.8,0.85,1000,1413.55
236.96,68.84,0.68,2000,11013.85
56.32,58.8,0.85,10000,2782.48
147.05,167.2,0.9,15000,22281.66
161.94,398.82,0.64,10000,40962.27
212.47,77.61,0.68,1000,11269.41
197.32,66.74,0.61,15000,8092.71
247.0,366.87,0.62,2000,55781.21
32.53,354.0,0.61,5000,7018.97
103.0,22.57,0.88,5000,2143.01
98.44,303.17,0.7,1000,21038.83
60.88,265.63,0.77,2000,12415.02
100.97,309.42,0.88,2000,27351.43
106.73,202.86,0.77,10000,16802.52
166.13,396.64,0.75,5000,49442.19
205.84,27.1,0.6,10000,3447.18
126.71,101.4,0.8,2000,10210.14
221.45,164.65,0.64,1000,23465.25
114.13,185.41,0.87,1000,18377.27
101.28,369.33,0.69,15000,25755.6
171.53,228.4,0.84,1000,32751.46
26.64,27.59,0.83,5000,628.56
42.34,169.07,0.82,15000,5776.9
137.03,172.43,0.69,5000,16310.73
284.02,386.54,0.69,10000,76192.41
222.02,243.69,0.9,10000,48811.36
44.68,257.9,0.6,1000,6847.61
256.97,288.17,0.66,15000,49100.93
225.04,310.32,0.81,5000,56818.64
191.07,257.67,0.89,5000,43503.9
249.68,102.51,0.73,2000,18520.23
133.15,350.88,0.83,1000,38700.82
82.02,295.53,0.8,10000,19254.27
163.37,299.33,0.62,2000,30392.13
173.68,398.66,0.82,10000,56602.04
170.73,322.99,0.88,10000,48774.55
178.22,333.37,0.95,5000,56275.85
285.64,381.05,0.61,10000,66449.54
272.63,68.94,0.83,15000,15526.54
265.2,204.11,0.75,10000,40368.37
244.4,236.42,0.6,15000,34892.62
284.16,138.42,0.82,10000,32081.39
47.58,337.37,0.64,2000,10309.71
94.23,307.34,0.73,5000,21204.9
158.62,291.14,0.69,2000,31926.34
257.03,398.89,0.73,5000,74479.42
161.45,111.16,0.77,2000,13902.0
229.45,296.83,0.73,1000,49464.75
58.91,225.05,0.79,10000,10504.97
90.68,132.07,0.68,10000,8214.81
224.9,72.63,0.82,1000,13457.16
66.13,359.39,0.9,1000,21395.17
118.38,242.23,0.68,15000,19434.42
94.16,331.72,0.78,2000,24358.22
117.96,222.68,0.83,10000,21765.25
218.33,95.79,0.8,15000,16627.05
123.0,141.64,0.73,10000,12642.63
175.47,158.8,0.82,1000,23058.41
47.98,389.44,0.61,15000,11303.51
245.4,12.2,0.73,15000,2182.15
123.57,394.41,0.79,15000,38432.27
201.59,392.38,0.61,2000,48084.23
223.11,398.5,0.78,15000,69193.55
78.71,195.87,0.83,10000,12720.02
267.71,385.89,0.87,2000,89473.27
192.54,164.28,0.64,10000,20310.84
140.04,20.25,0.95,15000,2669.87
71.05,97.5,0.81,15000,5626.32
283.84,378.67,0.73,10000,78202.73
231.42,15.37,0.69,5000,2433.18
78.25,222.94,0.8,15000,13888.55
114.56,39.48,0.91,15000,3973.55
246.71,121.69,0.78,2000,23499.82
214.79,44.36,0.83,10000,7896.87
234.42,345.22,0.73,15000,58549.08
143.54,240.52,0.74,10000,25363.95
220.61,361.82,0.7,2000,55869.29
128.22,278.46,0.85,10000,30215.56
79.15,388.7,0.73,10000,22384.68
197.15,208.85,0.67,2000,27486.47
293.28,259.1,0.73,15000,55410.79
106.97,234.76,0.9,10000,22507.88
149.07,198.86,0.86,5000,25481.87
208.72,339.92,0.72,15000,50952.81
171.62,261.36,0.92,2000,41236.62
256.16,322.51,0.63,1000,51718.86
233.29,316.68,0.62,5000,45642.95
36.32,84.51,0.64,15000,1946.43
299.56,263.56,0.64,2000,50548.37
230.67,87.86,0.63,5000,12819.73
261.89,237.49,0.83,15000,51653.41
202.34,274.2,0.81,1000,44931.14
259.76,398.92,0.83,15000,85719.28
51.47,21.91,0.84,1000,923.28
117.37,45.58,0.86,1000,4575.69
265.4,40.04,0.67,10000,7246.22
76.46,165.36,0.82,2000,10368.61
41.91,330.42,0.8,10000,11037.54
240.67,339.18,0.93,1000,75957.52
253.94,297.42,0.68,2000,51452.13
65.54,359.78,0.62,2000,14673.87
259.22,135.92,0.83,2000,29222.34
212.29,44.38,0.86,5000,8091.62
165.62,32.68,0.7,15000,3797.21
252.47,342.33,0.8,1000,69141.17
137.39,294.87,0.62,2000,25171.49
74.32,282.46,0.94,5000,19630.0
99.76,142.47,0.64,5000,9002.61
161.45,158.16,0.62,1000,15913.68
168.77,383.66,0.62,10000,39828.07
245.56,34.88,0.75,5000,6417.72
241.58,311.76,0.63,1000,47804.35
182.78,130.76,0.86,5000,20641.84
238.62,25.23,0.91,1000,5542.49
73.7,299.6,0.69,2000,15299.36
34.02,139.06,0.82,10000,3874.66
264.62,291.64,0.61,5000,47427.7
41.16,285.99,0.74,5000,8691.1
89.07,218.57,0.7,5000,13725.74
214.69,313.18,0.68,15000,45769.19
134.65,236.6,0.83,15000,26296.38
265.37,121.79,0.65,2000,20868.48
103.43,296.3,0.9,5000,27718.46
23.32,239.76,0.83,10000,4535.31
104.18,14.96,0.85,15000,1372.21
181.86,361.64,0.93,1000,60974.69
125.26,222.8,0.93,1000,25933.32
169.76,348.76,0.79,1000,46942.15
265.45,354.27,0.77,2000,72635.88
275.5,183.54,0.72,5000,36263.06
94.47,207.99,0.85,5000,16774.58
149.4,172.14,0.79,15000,20260.87
173.76,185.28,0.93,1000,29820.48
285.75,359.11,0.68,2000,70095.12
299.61,317.38,0.71,10000,67380.75
85.91,59.35,0.71,5000,3495.25
223.55,248.02,0.88,5000,48869.19
125.85,398.4,0.63,2000,31840.5
22.27,242.26,0.76,15000,4031.28
22.59,316.49,0.75,2000,5297.92
148.96,309.93,0.63,15000,28858.87
156.73,146.62,0.74,5000,17117.6
26.32,155.02,0.78,15000,3231.73
212.34,292.39,0.62,15000,38666.36
102.32,204.99,0.78,15000,16312.45
176.77,232.52,0.94,15000,38481.74
104.26,288.03,0.94,1000,28295.32
66.8,313.25,0.79,1000,16485.35
134.01,115.89,0.78,1000,12192.43
85.04,67.25,0.7,1000,3994.77
169.74,123.8,0.95,2000,19885.43
75.67,207.94,0.7,10000,10948.5
162.35,143.44,0.76,15000,17764.44
64.07,231.66,0.6,2000,8936.06
207.87,30.85,0.72,1000,4582.72
231.1,208.8,0.63,15000,30161.26
50.91,153.51,0.86,10000,6720.3
150.98,218.52,0.8,15000,26232.73
39.84,174.79,0.8,5000,5636.29
187.49,120.85,0.7,5000,15897.77
94.03,362.6,0.89,2000,30240.79
167.73,82.06,0.6,10000,8119.58
164.89,275.73,0.72,2000,32601.72
278.82,370.61,0.83,15000,85855.95
173.74,220.08,0.92,10000,35044.33
183.24,351.8,0.68,2000,43993.49
132.46,58.69,0.79,15000,6088.85
285.74,202.58,0.79,1000,45550.25
237.61,188.24,0.91,15000,40558.2
99.91,13.17,0.62,2000,804.81
256.38,182.87,0.75,10000,35013.94
141.07,153.92,0.66,10000,14486.87
252.03,271.22,0.61,1000,41531.22
250.41,375.95,0.65,2000,61288.83
72.88,43.46,0.94,1000,2901.35
216.32,137.72,0.68,5000,20059.33
101.38,183.19,0.93,15000,17138.76
103.3,187.52,0.67,5000,13099.62
102.98,312.18,0.93,5000,29866.68
223.16,182.92,0.83,1000,33906.9
84.35,20.59,0.64,1000,1028.06
20.25,286.94,0.8,15000,4697.65
220.27,355.08,0.71,1000,55763.62
67.93,210.42,0.73,1000,10453.43
49.26,236.63,0.75,1000,8784.3
86.5,73.55,0.75,1000,4848.21
126.37,96.05,0.83,1000,10121.79
153.25,101.72,0.87,5000,13578.63
32.48,177.99,0.72,5000,4100.44
291.76,371.98,0.92,15000,100155.53
220.5,213.5,0.93,10000,43731.84
110.49,84.92,0.61,15000,5738.66
109.24,113.77,0.61,2000,7488.97
145.59,159.77,0.75,15000,17377.12
195.35,253.07,0.81,15000,39923.49
60.98,181.61,0.7,1000,7746.56
72.9,163.05,0.69,1000,8306.96
260.64,230.24,0.84,1000,50312.26
91.75,104.32,0.81,10000,7765.99
126.45,40.77,0.66,1000,3400.35
263.96,19.52,0.91,2000,4739.89
205.68,107.99,0.84,5000,18620.76
115.68,45.72,0.73,2000,3906.73
211.44,141.17,0.84,10000,25060.35
25.51,311.44,0.64,1000,5113.95
225.98,289.35,0.76,15000,50024.82
156.36,248.26,0.66,5000,25509.68
247.69,342.48,0.61,10000,52197.35
287.3,120.01,0.72,2000,24842.95
279.22,355.17,0.65,1000,64723.35
274.59,165.7,0.82,10000,37395.84
163.41,166.35,0.84,10000,22707.5
120.84,168.09,0.65,15000,13216.45
150.21,48.26,0.61,15000,4475.66
213.17,390.44,0.88,15000,72963.87
267.52,64.02,0.6,2000,10295.88
77.96,142.95,0.72,15000,7963.62
277.09,134.53,0.77,10000,28793.45
248.25,39.12,0.89,10000,8555.55
294.08,69.38,0.89,10000,18236.13
266.47,27.49,0.85,5000,6282.35
98.38,124.04,0.69,5000,8437.67
49.67,348.0,0.85,2000,14727.45
51.43,142.38,0.69,15000,5124.16
101.54,58.24,0.68,10000,3971.32
191.97,261.82,0.79,15000,39821.63
245.21,398.67,0.84,10000,81952.65
271.79,100.61,0.62,5000,16897.78
194.65,119.03,0.62,10000,14418.62
21.58,389.02,0.87,2000,7215.87
72.17,79.72,0.9,1000,5240.44
47.92,209.37,0.81,10000,8102.71
121.73,103.46,0.75,2000,9525.72
160.38,373.62,0.9,5000,53678.86
32.15,392.79,0.86,5000,10847.75
117.57,327.73,0.8,1000,30907.13
70.17,132.77,0.71,15000,6791.38
201.18,167.36,0.67,15000,22544.91
150.0,104.5,0.75,10000,11819.54
158.69,357.4,0.7,5000,39723.04
139.75,366.68,0.72,2000,36815.37
287.69,173.36,0.78,1000,38959.0
80.13,266.05,0.66,15000,14113.69
164.67,74.57,0.88,10000,10878.19
226.08,179.63,0.65,10000,26463.43
175.92,256.28,0.77,5000,34643.74
280.13,160.31,0.86,2000,38711.88
125.83,149.46,0.77,2000,14498.45
149.83,10.39,0.73,15000,1124.24
44.79,323.67,0.77,10000,11099.86
190.52,356.84,0.9,5000,61058.01
100.7,388.09,0.95,2000,36930.39
64.89,290.52,0.82,10000,15518.94
172.47,224.03,0.88,2000,33951.92
169.05,115.02,0.61,1000,11877.24
41.24,399.73,0.91,2000,14813.22
